Spring 2021,SOC,1300,Introduction To Sociology,Graves,Jennifer Lauren,25,3,3,0,0,2,1,76
Spring 2021,NUTR,4353,Cultural Comp for Nutr Prof,Hatem,Cherine,46,18,6,0,0,27,4,47
Spring 2021,ANTH,3396,Selected Tops in Cultural Anth,Ramirez,Marie Theresa,4,0,0,0,0,0,0,100
Spring 2021,MATH,2331,Linear Algebra,Sosa Jones,Giselle Gabriela,7,19,3,0,0,45,3,9
Spring 2021,PSYC,3337,Psychology of Human Sexuality,Keo-Meier,Colton Lawrence,22,24,3,0,0,16,2,34
Spring 2021,POLS,1336,US and Texas Const/Politics,Leland,Alison W,12,8,1,0,0,5,0,46
Spring 2021,TMTH,3360,Applied Technical Statistics,Dick,Deanna L,0,4,2,0,0,19,3,0
Spring 2021,COSC,2430,Programming and Data Structure,Rizk,Nouhad J,1,1,0,0,0,12,2,7
Spring 2021,ACCT,4106,PPA Colloquium 2,Newman,Michael Ray,0,0,0,0,0,49,1,0
Spring 2021,ECE,8598,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,1,0,0
Spring 2021,SOCW,6307,Policy in the Soc Environment,Torres,Melissa Irene,23,0,0,0,0,0,0,100
Spring 2021,BIOL,4206,Ecology & Evolution Laboratory,Cheek,Ann Oliver,8,8,0,0,0,4,0,40
Spring 2021,HDFS,3318,Human Ecol of Adult Developmt,Schoger,Kimberly,28,5,1,0,0,3,0,76
Spring 2021,COMM,3353,Information & Comm Tech I,Liu,Youmei,21,4,0,0,1,0,1,81
Spring 2021,BIOL,4311,Genomic Data Analysis,Meisel,Richard P,19,0,0,0,0,0,0,100
Spring 2021,SOC,3351,Soc Class&Mobilty in Am,Lorence,Jon P,19,18,3,0,0,9,0,39
Spring 2021,MECE,6334,Convection Heat Transfr,Ghasemi,Hadi,3,6,0,0,0,2,1,27
Spring 2021,BZAN,6356,DB Mgmt Tools-Busi Analytics,Grimes,George M,8,0,0,0,0,0,0,100
Spring 2021,LAW,5322,Pretrial Litigation,Renken,Brandon Francis,6,10,0,0,0,2,0,33
Spring 2021,BIOL,1162,Intro To Biol Science Lab 2,Medrano,Ana I,12,3,0,0,0,3,2,67
Spring 2021,FINA,7397,Selected Topics in Finance,Shoss,Robert L,20,1,0,0,0,0,0,95
Spring 2021,PHAR,5218,Critical Care Therapeutics,Sulaica,Elisabeth,20,2,0,0,0,0,0,91
Spring 2021,GENB,7303,Prof Accounting Communication,Newman,Michael Ray,4,3,0,0,0,0,0,57
Spring 2021,ELCS,6304,Law & Policy for School Leader,Klussmann,Duncan Foster,18,0,0,0,0,0,0,100
Spring 2021,LAW,5241,Adv Drafting Corporate Trnsact,Ginsburg,Richard Allen,3,5,0,0,0,0,0,38
Spring 2021,MUSI,4250,Performance Pedagogy,Evans,Joseph,11,3,0,0,0,0,0,79
Spring 2021,ART,4381,Pursuing Utopia,Reed,John G,6,8,1,0,0,1,0,38
Spring 2021,HIST,1376,The United States To 1877,Hopkins,Kelly Y,66,34,5,0,6,48,10,42
Spring 2021,PSYC,6352,Directed Rsch in I/O Psyc,Witt,Lawrence A,4,0,0,0,0,0,0,100
Spring 2021,SOCW,7384,Field Practicum III - Clinical,Parker,Jamie Lynne,0,0,0,0,0,43,0,0
Spring 2021,ENGL,1304,First Year Writing II,Rolater,Sara C,7,5,0,0,0,2,0,50
Spring 2021,MIS,3376,Busn Appls Database Mgmt I,Dimoka,Angelika,14,15,1,0,0,24,0,26
Spring 2021,FINA,3332,Prin of Financial Management,Chisholm,Darla,36,48,4,0,0,86,10,21
Spring 2021,CUIN,4315,Assessment of Children,Harris,Deborah,23,9,0,0,0,2,0,68
Spring 2021,GEOL,6339,Igneous Petrology,Casey,John F,2,2,0,0,0,0,0,50
Spring 2021,CHEM,1301,Foundations of Chem,St Hill,Lydia Ruth,29,25,5,0,0,33,15,32
Spring 2021,PHCA,7320,Health Care Systems & Policy,Thornton,James D,3,0,0,0,0,0,0,100
Spring 2021,CIS,3365,Database Management,Detillier,Bret James,0,5,2,0,0,3,0,0
Spring 2021,PHYS,1102,General Physics Laboratory II,Maric,Sladjana,3,9,1,0,0,11,0,13
Spring 2021,PHYS,1102,General Physics Laboratory II,Wood,Lowell T,4,12,1,0,0,5,1,18
Spring 2021,CNST,3351,Construction Estimating II,Siddiqui,Muhammad Ali,38,19,0,0,0,4,1,62
Spring 2021,MECE,6374,Nonlinear Control Syst Design,Grigoriadis,Karolos,4,2,0,0,0,3,0,44
Spring 2021,ART,6394,Sel Tops in Contemporary Art,Kittelson,Paul A,4,0,0,0,0,0,0,100
Spring 2021,PHIL,1321,Logic I,Haaga,Curtis W,12,5,4,1,2,0,4,50
Spring 2021,ACCT,4331,Federal Income Tax-Individual,Fernandez,Ramon,7,17,1,0,0,5,2,23
Spring 2021,ITAL,3335,Survey of Italian Literature,Behr,Francesca D.,1,1,0,0,0,1,0,33
Spring 2021,MATH,4389,Survey of Undergraduate Math,Almus,Melahat,25,18,3,0,0,27,1,34
Spring 2021,EGRP,1141,Engineering Applications IV,Henderson,Jerrod A,0,0,0,0,0,16,0,0
Spring 2021,PHAR,5259,Module Related Skills Lab II,Surati,Dhara Divyang,38,4,0,0,0,0,0,90
Spring 2021,HIST,8399,Doctoral Dissertation,Romero,Todd,0,0,0,0,0,1,0,0
Spring 2021,HDFS,1311,Personal Dev and College Succ,Fernandez,Elaine C,26,7,0,0,0,3,0,72
Spring 2021,CHEM,6698,Special Problems,Teets,Thomas,0,0,0,0,0,3,0,0
Spring 2021,MECT,4345,Applications of Fuel Cell,Bose,Anima B,2,2,0,0,0,1,0,40
Spring 2021,ARCH,3397,Selected Topics,Halstead,Jeffrey,9,0,0,0,0,0,1,100
Spring 2021,ECON,3332,Intermediate Microeconomics,Paluszynski,Radoslaw,13,8,3,0,0,11,4,37
Spring 2021,CUIN,3351,Class Interact Science-Math,Manuel,Mariam A,25,4,0,0,0,1,0,83
Spring 2021,POLS,4498,Independent Study,Cross,Renee D,0,0,0,0,0,6,0,0
Spring 2021,CUIN,6375,Classroom Mgt,Butler,Dawn Adalyn,5,1,0,0,0,0,0,83
Spring 2021,MECE,8699,Doctoral Dissertation,Joshi,Shailendra Pramod,0,0,0,0,0,1,0,0
Spring 2021,GEOL,8399,Doctoral Dissertation,Stewart,Robert R,0,0,0,0,0,2,0,0
Spring 2021,RUSS,2302,Second-Year Russian II,Berg,Aleksey,4,5,0,0,0,4,0,31
Spring 2021,CHEM,1111,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,6,0,0,0,1,5,30
Spring 2021,ENGL,8698,Graduate Research,Aboul-Ela,Hosam,0,0,0,0,0,2,0,0
Spring 2021,SUBS,6380,Subsea Systems,Skeels,Harold Brian,0,4,0,0,0,0,0,0
Spring 2021,HRMA,6290,Professional Paper I,Madera,Juan Manuel,1,0,0,0,0,0,0,100
Spring 2021,ELCS,8312,Lab of Practice-Res Meth Devel,Hawkins,Jacqueline McLean,8,0,0,0,0,0,0,100
Spring 2021,ELCS,8312,Lab of Practice-Res Meth Devel,Johnson PhD,Detra DeVerne,0,0,0,0,0,4,0,0
Spring 2021,MUSA,1342,Applied French Horn,Reed,Gavin Davis,2,0,0,0,0,0,0,100
Spring 2021,ART,6395,Selected Topics in Design,Gerson,Victoria Rabelo,1,1,0,0,0,0,0,50
Spring 2021,MUSA,2324,Applied Violoncello,Kitai,Anthony T,2,0,0,0,0,0,0,100
Spring 2021,ECE,8398,Doctoral Research,Litvinov,Dmitri,0,0,0,0,0,1,0,0
