Fall 2020,PSYC,3325,Psychology of Personality,Hotze,Mary Louise,36,11,0,0,0,2,0,73
Fall 2020,WGSS,2350,Intro To Women's Studies,Fernandes,Bridget Yvonne Diggs,22,3,0,0,0,2,0,81
Fall 2020,CUIN,3316,Prekindergarten Curr & Instr,Tajani,Neelofer A,142,18,1,0,0,0,2,88
Fall 2020,OPTO,6173,Clinic Practicum III,Giannoni,Amber Gaume,21,1,1,0,0,0,0,91
Fall 2020,HON,2301,Human Situation: Antiquity,Apicella,Brian Anthony,2,4,0,0,0,0,0,33
Fall 2020,JWST,2380,Introduction to Jewish Studies,Tamber-Rosenau,Caryn M,3,7,0,0,0,2,0,25
Fall 2020,PHAR,4320,Physiology I,Salim,Samina,9,4,8,0,1,0,0,41
Fall 2020,COMM,4383,Documentary Filmmaking,Hamzah,Sahar Riyad,22,2,0,0,0,0,0,92
Fall 2020,ECE,5127,Power Transm & Distribut Lab,Phillips,Desiree Lyn,16,4,0,0,0,3,0,70
Fall 2020,POLC,6312,Public Finance,Obregon,Alexander Wade,11,6,1,0,0,0,0,61
Fall 2020,BCHS,4397,Topics-Biochem & Biophys Sci,Schwartz,Robert J,37,20,0,0,0,3,0,62
Fall 2020,PHYS,8998,Doctoral Research,Lubchenko,Vassiliy,0,0,0,0,0,1,0,0
Fall 2020,CUIN,4361,Second Language Methodology,Lee,Grace,46,2,1,0,0,0,1,94
Fall 2020,ENGL,2360,Western World Lit I--Honors,Armstrong,Richard H,81,48,3,0,0,29,1,50
Fall 2020,CIS,3343,Info Systems Analysis & Design,Faiyaz,Sajida,21,21,1,0,0,1,0,48
Fall 2020,ENGL,8699,Doctoral Dissertation,Divakaruni,Chitra B,0,0,0,0,0,1,0,0
Fall 2020,MUSI,1140,Orchestra,Krager,Franz A,46,0,0,0,0,0,2,100
Fall 2020,ART,3334,Introduction to Typography,Garza,Enrique,7,4,1,0,0,0,0,58
Fall 2020,ANTH,4351,Human Osteology,Storey,Rebecca,5,5,2,0,0,0,1,42
Fall 2020,MARK,3339,Marketing Strategy & Planning,To,Ngoc Minh,20,5,0,0,0,6,0,65
Fall 2020,PSYC,6378,Social Cognition,Derrick,Jaye L,7,1,0,0,0,0,0,88
Fall 2020,CHEM,1111,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,7,1,0,0,2,1,41
Fall 2020,THEA,7303,Graduate Acting III,Young,John M,2,6,0,0,0,0,0,25
Fall 2020,ENGL,1303,First Year Writing I,Garcia,Sylvia A,9,4,0,0,0,4,0,53
Fall 2020,ENGL,1303,First Year Writing I,Hindi,Mohamad Subhi,8,6,0,0,0,2,3,50
Fall 2020,CHEM,3332,Fund of Organic Chemistry II,Do,Loi H,25,38,8,0,0,85,41,16
Fall 2020,CHEM,6112,Graduate Seminar,May,Jeremy A,0,0,0,0,0,15,0,0
Fall 2020,ACCT,4375,Internal Audit Entity Environ,Leavins,Johnny R,9,10,0,0,0,2,0,43
Fall 2020,PHLS,6322,Dimensions in Women's Health,Solari Williams,Kayce D.,3,3,0,0,0,0,0,50
Fall 2020,CUIN,4336,Popular Culture in Education,Brower,Samuel Richard,18,1,0,0,0,1,0,90
Fall 2020,SPAN,1501,Elementary Spanish I,Patron Rivera,Mauricio,7,8,0,0,0,3,4,39
Fall 2020,OPTO,7152,Pediatric Optometry II Lab,Fern,Karen Drusilla,21,4,1,0,0,0,0,81
Fall 2020,ECON,7302,Seminar in Macroecon Research,Cubas Norando,German,0,0,0,0,0,11,0,0
Fall 2020,OPTO,5298,Spec Prob Phys Optics,Patel,Ryan,0,0,0,0,0,6,0,0
Fall 2020,OPTO,7494,General Clinic IIIb,Herring,Ralph Jay,0,0,0,0,0,86,1,0
Fall 2020,COMM,3376,Media Effects,Archer,Allison Michelle Nam,12,10,1,0,0,9,0,38
Fall 2020,KIN,1352,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,38,7,1,0,0,1,1,81
Fall 2020,HDFS,2317,Human Dev and Interventions,Dunsmore,Julie C,17,3,0,0,0,7,3,63
Fall 2020,LATN,1301,Elementary Latin I,Behr,Francesca D.,9,6,2,0,0,3,1,45
Fall 2020,COMM,3331,Communication in the Family,Hudson-Gillan,Gail,21,11,1,0,0,2,1,60
Fall 2020,ENGL,1303,First Year Writing I,Tanaka,Benjamin Kaj,10,2,0,0,0,2,0,71
Fall 2020,PHYS,1101,General Physics Laboratory I,Maric,Sladjana,5,7,0,0,0,10,1,23
Fall 2020,GEOL,6352,Microtectonics,Robinson,Alexander C,1,1,0,0,0,0,0,50
Fall 2020,PHIL,1321,Logic I,Haaga,Curtis W,16,9,0,0,0,11,2,44
Fall 2020,HIST,4386,Africa 1945 To Present,Chery,Tshepo Morongwa,6,2,0,0,0,5,0,46
Fall 2020,ECON,3334,Intermediate Macroeconomics,Rizvanoghlu,Islam,3,11,5,0,0,20,2,8
Fall 2020,SOC,1300,Introduction To Sociology,Grigorian,Stella,27,19,4,0,0,11,3,44
Fall 2020,RELS,3375,Christianity and Ethics,Ott,Aaron Frederick,7,2,2,0,0,8,0,37
Fall 2020,PSYC,3325,Psychology of Personality,Sutu,Andreea Emanuela,28,3,0,0,0,6,0,76
Fall 2020,TLIM,3345,Human Resources in Technology,Malik,Sarah A,9,8,0,0,0,18,2,26
Fall 2020,POLS,1336,US and Texas Const/Politics,Bailey,Jeremy D,7,11,1,0,0,6,1,28
Fall 2020,MECE,4340,Mechanical Engr Capstone I,Chang,Christiana,53,79,8,0,0,41,0,29
Fall 2020,JPNS,2301,Intermediate Japanese I,Suzuki,Mamiko,27,7,0,0,0,1,1,77
Fall 2020,PSYC,2301,Intro To Methods in Psychology,Hoff,Kevin,26,13,1,0,0,10,1,52
Fall 2020,RELS,2380,Religion and Film,Dean,Dorothy Chappell,4,1,1,0,0,2,1,50
Fall 2020,ELET,2300,Introductn To C++ Programming,Tsegaye,Mikias,42,18,0,0,0,10,2,60
Fall 2020,POLS,3354,Law and Society,Tiede,Lydia B,18,11,2,0,0,11,1,43
Fall 2020,ENGL,6322,Poetry Workshop,Tejada,Roberto Jose,7,0,0,0,0,0,0,100
Fall 2020,COMM,2320,Fundamentals Media Production,Crowe,Craig Warren,37,13,1,0,0,2,0,70
Fall 2020,ART,3374,Computer Imaging,Almendarez,Francis B.,10,1,0,0,0,2,1,77
